folio,trim,unidad,region,ciudad,punto,turno,a1,a2,a3,a3_1,a3_1_1a,a3_1_1n,a3_1_2a,a3_1_2n,a4,a4_1,a5,a5_1,a6,a7,a8,a9,a9_1_1,a9_1_2,a9_1_3,a9_2,a9_3,a10,a10_1,a11_1,a11_1_1,a11_2,a11_2_1,a11_3,a11_3_1,a11_4,a11_4_1,a11_5,a11_5_1,a11_6,a11_6_1,a12p,a12e,a12m,a12u,a13,a14,a14_1e,a14_1m,a14_1u,a14_1u_b,a14_2es,a14_2cn,a15c,a15t,b1,b1_1,b1_2,b2,b3,b4_1,b4_2,b4_3,b4_4,b5,b5_1_1,b5_1_2,b6,b6_1,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_1_1,b8_1_2,b8_1_3,b8_1_4,b8_1_5,b8_1_6,b8_1_7,b8_1_8,c1,c2c,c2u,c2_1,c3,c4,c4_1,c4_2,c4_3,c4_3_1_1,c4_3_1_2,c4_3_1_3,c4_3_1_4,c4_4_1,c4_4_2,c4_4_3,c4_4_4,c4_4_5,c4_4_6,c4_4_7,c4_4_8,c4_4_1c,c4_4_1u,c4_5_1,c4_5_2,c4_5_3,c4_5_4,c4_6c,c4_6t,c4_7,c4_8,d1,d2,d3,d4,d4_1,d4_1_1,d4_2,d5_0_1,d5_0_2,d5_0_3,d5_0_4,d5_0_5,d5_0_6,d5_0_7,d5_0_8,d5_0_9,d5_0_10,d5_0_11,d5_1_1,d5_1_1_1,d5_1_2,d5_1_2_1,d5_3,d6,d6_1,d6_2c,d6_2u,d6_3,d7,d8,e1,e1_1,e2,e2_1,e2_1_1c,e2_1_1t,e3_1,e4,e5,e6,e6_1,e7,e8,e9c,e9u,e9t,e10,e11,f1,f1_1,f2,f2_1,f3,f5,f6,f7,f8,f8_1,f9,f10,f11c,f11u,f11t,f12,f13,f14,f15,f16,f17,f18,f19,f19_1c,f19_1t,f19_2,f19_3,g1es,g1cn,g1cd,g2es,g2cn,g3,g4,g5,g6_1,g6_2,g6_3,g6_4,g6_1_1,g6_1_2,g6_1_3,g6_1_4,g6_1_5,g6_1_6,g6_1_7,g7,g7_1,g8,g8_1,g8_1_1_1,g8_1_1_2,g8_1_1_3,g8_1_1_4,g8_1_1_5,g8_1_2,g8_1_2_1_1,g8_1_2_1_2,g8_1_2_1_3,g8_1_2_1_4,g8_1_2_1_5,g9_1,g9_2,g9_3,g10,g10_1,g10_1c,g10_1t,g11c,g11t,g12_1,g12_2,g12_3,g12_4,g12_5,g12_6,g12_7,g12_8,h1,h1_1,h1_1_1,h1_1_2_1,h1_1_2_2,h1_1_3,i1_1,i1_2,i1_3,i1_4,i1_5,i2,i2_1,i2_1_1,i2_2,i2_3_1,i2_3_2,i2_3_3,i2_3_4,i2_3_5,i2_4,j1,j2,j2_1_1,j2_1_2,j2_1_3,j2_1_4,j2_1_5,j2_1_6,j3_1,j3_2,j3_3,j3_4,j4_1,j4_2,j4_3,k1,k1_1_1,k1_1_2,k1_1_3,k1_1_4,k1_1_5,k1_1_6,k1_1_7,k1_1_8,k1_1_9,k1_1_10,k2_1,k2_2,k2_3,l1,l1_1,l1_1_1,l1_2,l1_2_1e,l1_2_1m,l1_2_1u,l1_3,l2,l3,l3_1,oficio_mx,oficio_eua,nivel,filtro,estrato,upm,ponfin3
60002,1,282002,7,1,14,3,1,45,1,1,3,2,-4,-4,-4,3,2,2,2,2,2,4,0,4,0,4,2,1,-8,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,15,15013,2,1,-16,-16,-16,-16,2,-16,-16,5,6,1,-20,-20,2014,1,2,2,2,2,2,-21,-21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,7,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4001,9999999997,4,4001,2,1,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,1,2,998,98,2,6,2,2,2,2,2,2,2,2,1,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,2,-2,-1,4,1,71143,71143282002,76.715116
60102,1,282002,7,1,14,3,1,33,1,1,3,2,-4,-4,-4,1,2,2,6,2,1,5,3,2,0,2,1,1,-8,1,-9,1,-10,1,-11,1,-12,1,-13,1,-14,1,7,7015,2,1,-16,-16,-16,-16,2,-16,-16,2,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,2000,2,1,2,999999999,1,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,3,2,5,2,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,1,3,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607366000,6,6073,1,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,6,2,2,2,2,2,2,2,2,2,2,1,-65,1,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,712,996,996,2,2,2,1,-76,-76,-76,1,1,1,2,-1,-1,4,1,71143,71143282002,76.715116
6501,1,62001,7,1,14,2,1,22,1,1,3,3,-4,-4,-4,1,2,2,5,2,6,7,1,6,0,2,2,2,3,0,-9,0,-10,0,-11,1,-12,1,-13,3,99,1,9,9007,2,1,-16,-16,-16,-16,2,-16,-16,2,2,2,2,2019,2020,2,1,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,13000,1,1,2,20040001,6,1,2,-27,-27,-27,-27,1,2,1,1,2,2,2,2,4000,1,2,2,2,2,15,2,2,5,1,1,1,1,0,-31,1,1,1,1,2,2,1,2,2,2,2,2,-33,-33,-33,-33,0,1,1,7000,2,3,2,2,1,-37,1,-39,-39,-39,611,2,2,2,-44,12,6,1500,1,3,2,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6111,1,3,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,2,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,2,2,1,2,-64,-64,-64,2,2,2,2,1,2,1,97,1,2,1,2,1,-66,-66,-66,1,2,2,1,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,3,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,211,322,611,2,1,-75,2,-76,-76,-76,2,2,1,7,1,-1,6,1,71142,71142062001,115
6601,1,62001,7,1,14,2,1,48,1,1,3,2,-4,-4,-4,1,2,2,3,2,1,5,1,4,0,4,1,1,-8,2,1,2,1,2,1,0,-12,1,-13,3,2,1,25,25004,1,1,-16,-16,-16,-16,1,-16,-16,12,6,1,-20,-20,2007,1,1,1,1,2,2,-21,-21,2,-22,2,1,2,1,1,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,2,712,1,2,1,1,10,5,700,2,3,3,2,6,236,1,2,-51,1,999,99,100,1,6,6037,603704982,6,6037,2,3,2,1,2,2,2,2,2,1,1,2,1,-54,2,-55,1,2,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,2,1,1,98,98,998,98,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,998,998,98,98,98,98,98,99998,98,98,98,98,98,-2,3,4,1,71142,71142062001,115
6603,1,42003,7,1,14,2,1,31,1,1,3,1,-3,-3,1,1,2,2,6,2,1,3,2,1,0,1,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,3,2,1,16,16098,1,1,-16,-16,-16,-16,1,-16,-16,3,2,2,2,2019,2020,2,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,6000,1,1,1,20020001,1,1,2,-27,-27,-27,-27,2,2,2,2,1,2,2,2,800,1,2,2,2,2,1,2,-29,1,2,1,1,1,0,-31,1,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,2,8000,2,5,2,2,1,-37,1,-39,-39,-39,611,1,2,2,-44,8,6,1200,1,3,3,111,2,7,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607366000,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,2,2,1,2,2,1,-59,-60,1,-62,-63,2,2,1,2,-64,-64,-64,3,2,2,2,1,1,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,996,996,1,-74,-74,-74,-74,-74,-74,-74,2,1,1,1,-1,1,1,71142,71142042003,115
6701,1,62001,7,1,14,2,2,26,1,1,1,3,-4,-4,-4,1,1,1,6,2,6,4,1,3,0,1,1,2,2,0,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,30,30147,1,1,-16,-16,-16,-16,1,-16,-16,4,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,8000,1,2,2,20040001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,1,2,2,700,1,2,2,2,2,8,2,2,5,2,1,1,0,-30,-30,-30,2,2,2,2,2,1,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,511,1,2,2,-44,7,6,9999999,99,99,3,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607366000,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,4,2,2,2,1,1,1,2,1,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,3,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,1,2,2,2,2,2,2,97,2,2,2,321,959,999,2,2,2,1,-76,-76,-76,1,2,1,7,5,-1,5,1,71142,71142062001,115
6703,1,42003,7,1,14,2,1,38,1,1,2,1,-3,-3,2,-6,1,1,4,2,5,5,3,2,0,1,1,1,-8,1,-9,1,-10,0,-11,1,-12,3,2,3,2,1,12,12028,2,2,1,2,2001,2,2,-19,-19,2,2,5,5,2012,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,3500,1,2,1,20040001,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,350,1,2,2,2,2,2,5,1,1,2,2,2,4,0,-31,0,1,2,2,2,1,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,2,2,2,-44,8,6,250,1,2,6,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,9999999997,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,2,2,2,2,1,2,-58,-58,-58,-58,-58,2,2,1,1,3,998,98,12,1,1,2,1,1,97,97,2,2,2,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,996,996,2,97,97,2,-76,-76,-76,1,2,1,1,1,-1,1,1,71142,71142042003,115
6801,1,62001,7,1,14,2,1,38,1,1,4,1,-3,-3,1,1,2,2,6,2,6,21,5,15,1,3,1,2,3,0,-9,2,2,2,2,1,-12,1,-13,2,1,1,6,6007,2,1,-16,-16,-16,-16,2,-16,-16,11,6,1,-20,-20,2007,1,2,2,2,2,2,-21,-21,2,-22,1,1,2,1,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,3,835,1,2,2,-50,11,5,500,2,3,1,2,6,488,2,2,-51,2,-52,-52,-52,-52,6,6037,603744000,6,6037,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,998,998,98,98,98,98,98,99998,98,98,98,98,98,-2,5,1,1,71142,71142062001,115
6803,1,42003,7,1,14,2,1,49,1,1,2,1,-3,-3,2,-6,1,1,6,2,5,5,2,3,0,1,1,1,-8,1,-9,1,-10,1,-11,0,-12,1,-13,1,-14,1,12,12029,2,1,-16,-16,-16,-16,2,-16,-16,2,6,2,2,2010,2017,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,611,1,2,2,-50,8,6,800,2,4,3,2,3,111,1,2,-51,1,2,5,600,4,6,6111,611110046,6,6111,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,1,998,98,12,1,2,2,1,2,2,2,2,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,1,-75,2,-76,-76,-76,2,2,1,1,-2,1,1,1,71142,71142042003,115
6901,1,62001,7,1,14,2,1,20,1,1,3,2,-4,-4,-4,1,1,1,6,2,6,6,2,2,2,3,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,7,7081,1,1,-16,-16,-16,-16,1,-16,-16,1,2,2,2,2020,2020,2,1,1,1,2,2,-21,-21,2,-22,2,1,2,1,1,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,10000,1,2,2,20040001,3,1,2,-27,-27,-27,-27,1,1,2,2,2,1,2,2,800,1,2,2,1,2,2,3,2,4,2,2,2,8,0,-31,0,2,2,2,2,1,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,2,2,2,-44,10,6,9999999,99,99,6,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6111,1,6,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,1,998,98,1,2,2,2,1,2,1,97,1,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,998,998,2,2,2,1,-76,-76,-76,1,2,1,1,1,-1,4,1,71142,71142062001,115
7201,1,62001,7,1,14,2,2,26,1,1,6,1,-3,-3,1,1,1,1,6,2,6,5,0,5,0,5,2,2,2,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,12,12071,1,1,-16,-16,-16,-16,1,-16,-16,1,2,4,4,2019,2020,4,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,15000,1,2,1,20020001,1,2,2,-27,-27,-27,-27,1,2,2,2,2,1,2,2,1000,1,2,2,2,2,2,2,-29,2,1,1,1,0,-30,-30,-30,1,1,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,5,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,751,1,2,2,-44,8,6,1600,1,3,3,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6111,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,3,998,98,12,1,2,2,1,1,2,2,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,529,996,996,2,2,1,1,-76,-76,-76,1,2,2,6,2,-1,2,1,71142,71142062001,115
7703,1,42003,7,1,14,2,1,28,1,1,3,2,-4,-4,-4,1,2,2,6,2,5,3,1,2,0,0,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,32,32056,2,1,-16,-16,-16,-16,2,-16,-16,8,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,2,1,20030001,4,1,2,-27,-27,-27,-27,1,2,2,2,2,2,2,2,0,0,2,2,2,2,1,2,-29,3,2,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,3,9999997,97,5,2,2,1,-37,1,-39,-39,-39,834,2,2,1,2,15,5,9000,1,3,5,485,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,9999999999,6,6073,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,1,1,2,1,1,998,98,8,2,2,2,1,2,1,97,1,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,899,996,996,2,2,2,1,-76,-76,-76,1,1,1,4,5,-1,4,1,71142,71142042003,115
7803,1,42003,7,1,14,2,1,35,1,1,6,1,-3,-3,1,1,2,2,6,2,5,4,2,2,0,1,1,1,-8,1,-9,1,-10,1,-11,1,-12,1,-13,1,-14,1,31,31080,1,1,-16,-16,-16,-16,1,-16,-16,24,1,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,7000,1,1,2,20020001,3,1,2,-27,-27,-27,-27,1,2,2,1,2,2,2,2,500,1,2,2,2,2,1,3,2,3,2,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,2,7000,2,4,2,2,1,-37,1,-39,-39,-39,815,2,2,1,3,10,6,1500,1,3,3,315,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,1,998,98,24,1,2,2,1,2,1,97,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,815,996,996,1,-74,-74,-74,-74,-74,-74,-74,1,1,3,2,-1,2,1,71142,71142042003,115
7903,1,42003,7,1,14,2,1,45,1,1,6,1,-3,-3,1,1,2,2,3,2,5,10,0,5,5,3,1,1,-8,2,1,0,-10,2,1,1,-12,3,2,3,2,1,1,1003,2,2,2,-17,-17,-17,-17,49,49035,28,6,1,-20,-20,2002,1,2,2,2,2,2,-21,-21,2,-22,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,713,1,2,2,-50,10,6,150,2,2,1,2,3,238,2,2,-51,1,999,99,250,4,49,49035,4903567000,49,49035,2,2,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,3,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,2,998,98,2,5,2,2,1,2,1,2,2,2,2,2,1,-66,-66,-66,1,2,2,1,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,7,-2,3,2,1,71142,71142042003,115
14901,1,102001,7,1,14,2,1,45,1,1,3,2,-4,-4,-4,1,2,2,6,2,3,3,0,3,0,1,1,1,-8,2,2,1,-10,0,-11,1,-12,1,-13,1,-14,1,20,99999,99,1,-16,-16,-16,-16,99,-16,-16,1,3,2,2,2019,2020,2,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,15000,1,1,2,20040001,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,3,2,3,1,1,2,1,0,-31,0,1,1,2,2,1,1,2,2,2,2,2,-33,-33,-33,-33,0,1,1,12000,1,1,2,1,1,-37,1,-39,-39,-39,751,1,2,2,-44,14,6,2000,1,3,3,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,97,99997,9999999997,97,99997,1,5,1,1,2,2,2,2,2,2,2,2,2,-54,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,1,998,98,1,3,2,2,1,1,1,2,1,2,1,1,-65,5,96,98,1,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,3,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,999,999,999,2,2,2,1,-76,-76,-76,1,1,2,7,2,-1,4,1,71142,71142102001,115
